name,size,cost,discount,original_name,original_price
Vera Wang Love Collection  Emerald-Cut Diamond Frame Engagement Ring in 14K White Gold, 3/4 CT. T.W., $2999.99, 0, Vera Wang Love Collection 3/4 CT. T.W. Emerald-Cut Diamond Frame Engagement Ring in 14K White Gold, $2999.99
Vera Wang Love Collection  Pear-Shaped Diamond Double Frame Engagement Ring in 14K White Gold, 3/4 CT. T.W., $2499.99, 0, Vera Wang Love Collection 3/4 CT. T.W. Pear-Shaped Diamond Double Frame Engagement Ring in 14K White Gold, $2499.99
1-1/2 CT. Diamond Solitaire Engagement Ring in 14K White Gold (K/I3), Na, $4999.99, 0, 1-1/2 CT. Diamond Solitaire Engagement Ring in 14K White Gold (K/I3), $4999.99
Princess-Cut Diamond Three Stone Bridal Set in 14K White Gold, 3 CT. T.W., $7499.99, 0, 3 CT. T.W. Princess-Cut Diamond Three Stone Bridal Set in 14K White Gold, Now  $7499.99
Diamond Double Frame Bridal Set in 14K White Gold, 3/4 CT. T.W., $1899.99, 20%, 3/4 CT. T.W. Diamond Double Frame Bridal Set in 14K White Gold, $1899.99  (20% off)
Oval Diamond Double Frame Twist Vintage-Style Bridal Set in 14K White Gold, 3/4 CT. T.W., $1999.99, 20%, 3/4 CT. T.W. Oval Diamond Double Frame Twist Vintage-Style Bridal Set in 14K White Gold, $1999.99  (20% off)
Vera Wang Love Collection 2- Certified Emerald-Cut Diamond Frame Engagement Ring in 14K White Gold (I/SI2), 3/4 CT. T.W., $25999.99, 0, Vera Wang Love Collection 2-3/4 CT. T.W. Certified Emerald-Cut Diamond Frame Engagement Ring in 14K White Gold (I/SI2), $25999.99
Vera Wang Love Collection  Cushion-Cut Diamond Hexagonal Frame Engagement Ring in 14K White Gold, 5/8 CT. T.W., $1999.99, 0, Vera Wang Love Collection 5/8 CT. T.W. Cushion-Cut Diamond Hexagonal Frame Engagement Ring in 14K White Gold, $1999.99
Diamond Cluster Frame Three Piece Bridal Set in 14K White Gold, 5 CT. T.W., $8529.99, 20%, 5 CT. T.W. Diamond Cluster Frame Three Piece Bridal Set in 14K White Gold, $8529.99  (20% off)
1- Diamond Cluster Bridal Set in 14K White Gold, 1/5 CT. T.W., $3519.99, 0, 1-1/5 CT. T.W. Diamond Cluster Bridal Set in 14K White Gold, Now  $3519.99
Quad Princess-Cut Diamond Frame Engagement Ring in 14K White Gold, 1 CT. T.W., $1599.99, 20%, 1 CT. T.W. Quad Princess-Cut Diamond Frame Engagement Ring in 14K White Gold, $1599.99  (20% off)
Princess-Cut Diamond Scallop Edge Frame Vintage-Style Engagement Ring in 10K White Gold, 1/4 CT. T.W., $599.99, 20%, 1/4 CT. T.W. Princess-Cut Diamond Scallop Edge Frame Vintage-Style Engagement Ring in 10K White Gold, $599.99  (20% off)
Pear-Shaped Diamond Double Frame Engagement Ring in 14K White Gold, 1 CT. T.W., $1999.99, 20%, 1 CT. T.W. Pear-Shaped Diamond Double Frame Engagement Ring in 14K White Gold, $1999.99  (20% off)
Vera Wang Love Collection 1- Princess-Cut Diamond Frame Engagement Ring in 14K White Gold, 1/2 CT. T.W., $8999.99, 0, Vera Wang Love Collection 1-1/2 CT. T.W. Princess-Cut Diamond Frame Engagement Ring in 14K White Gold, $8999.99
Diamond Past Present Future® Ring in 14K White Gold, 4 CT. T.W., $6399.99, 20%, 4 CT. T.W. Diamond Past Present Future® Ring in 14K White Gold, $6399.99  (20% off)
1- Certified Oval Diamond Frame Bridal Set in 14K White Gold (I/SI2), 1/5 CT. T.W., $5299.99, 20%, 1-1/5 CT. T.W. Certified Oval Diamond Frame Bridal Set in 14K White Gold (I/SI2), $5299.99  (20% off)
Composite Pear-Shaped Diamond Frame Vintage-Style Split Shank Engagement Ring in 10K White Gold, 2 CT. T.W., $2399.99, 20%, 2 CT. T.W. Composite Pear-Shaped Diamond Frame Vintage-Style Split Shank Engagement Ring in 10K White Gold, $2399.99  (20% off)
Composite Diamond Frame Vintage-Style Bridal Set in 14K White Gold - Size 7, 2 CT. T.W., $2799.99, 20%, 2 CT. T.W. Composite Diamond Frame Vintage-Style Bridal Set in 14K White Gold - Size 7, $2799.99  (20% off)
Diamond Cushion-Shaped Frame Scallop Edge Engagement Ring in 10K White Gold, 1/4 CT. T.W., $599.99, 20%, 1/4 CT. T.W. Diamond Cushion-Shaped Frame Scallop Edge Engagement Ring in 10K White Gold, $599.99  (20% off)
Composite Pear Diamond Frame Twist Shank Engagement Ring in 10K White Gold, 1 CT. T.W., $1499.99, 20%, 1 CT. T.W. Composite Pear Diamond Frame Twist Shank Engagement Ring in 10K White Gold, $1499.99  (20% off)
Vera Wang Love Collection 1- Certified Diamond Engagement Ring in 14K White Gold (I/SI2), 1/3 CT. T.W., $9999.99, 0, Vera Wang Love Collection 1-1/3 CT. T.W. Certified Diamond Engagement Ring in 14K White Gold (I/SI2), $9999.99
Diamond Double Frame Bridal Set in 10K White Gold, 5/8 CT. T.W., $1599.99, 20%, 5/8 CT. T.W. Diamond Double Frame Bridal Set in 10K White Gold, $1599.99  (20% off)
Enchanted Disney Villains Evil Queen 1- Enhanced Black Diamond Engagement Ring in 14K White Gold, 1/2 CT. T.W., $1999.99, 0, Enchanted Disney Villains Evil Queen 1-1/2 CT. T.W. Enhanced Black Diamond Engagement Ring in 14K White Gold, $1999.99
Vera Wang Love Collection 1- Certified Heart-Shaped Diamond Frame Engagement Ring in 14K White Gold (I/SI2), 1/2 CT. T.W., $9999.99, 0, Vera Wang Love Collection 1-1/2 CT. T.W. Certified Heart-Shaped Diamond Frame Engagement Ring in 14K White Gold (I/SI2), $9999.99
Diamond Layered Oval Frame Engagement Ring in 10K White Gold, 1 CT. T.W., $1699.99, 20%, 1 CT. T.W. Diamond Layered Oval Frame Engagement Ring in 10K White Gold, $1699.99  (20% off)
1- Princess-Cut Quad Diamond Frame Bridal Set in 14K Gold, 1/2 CT. T.W., $2499.99, 20%, 1-1/2 CT. T.W. Princess-Cut Quad Diamond Frame Bridal Set in 14K Gold, $2499.99  (20% off)
Princess-Cut Quad Diamond Frame Split Shank Engagement Ring in 14K White Gold, 3 CT. T.W., $4999.99, 20%, 3 CT. T.W. Princess-Cut Quad Diamond Frame Split Shank Engagement Ring in 14K White Gold, $4999.99  (20% off)
Oval Composite Diamond Frame Twist Shank Ring in 10K Rose Gold, 1/2 CT. T.W., $799.99, 20%, 1/2 CT. T.W. Oval Composite Diamond Frame Twist Shank Ring in 10K Rose Gold, $799.99  (20% off)
Vera Wang Love Collection  Emerald-Cut Diamond Double Frame Engagement Ring in 14K White Gold, 1 CT. T.W., $2899.99, 0, Vera Wang Love Collection 1 CT. T.W. Emerald-Cut Diamond Double Frame Engagement Ring in 14K White Gold, $2899.99
Multi Baguette Diamond Frame Ring in 14K White Gold, 1 CT. T.W., $2029.99, 20%, 1 CT. T.W. Multi Baguette Diamond Frame Ring in 14K White Gold, $2029.99  (20% off)
Diamond Double Oval Frame Engagement Ring in 10K White Gold, 1/2 CT. T.W., $899.99, 20%, 1/2 CT. T.W. Diamond Double Oval Frame Engagement Ring in 10K White Gold, $899.99  (20% off)
Pear-Shaped Diamond Double Frame Engagement Ring in 14K Gold, 1 CT. T.W., $1999.99, 20%, 1 CT. T.W. Pear-Shaped Diamond Double Frame Engagement Ring in 14K Gold, $1999.99  (20% off)
Princess-Cut Diamond Cushion Frame Engagement Ring in 14K White Gold (I/I2), 1 CT. T.W., $2999.99, 20%, 1 CT. T.W. Princess-Cut Diamond Cushion Frame Engagement Ring in 14K White Gold (I/I2), $2999.99  (20% off)
Vera Wang Love Collection  Diamond Frame Engagement Ring in 14K White Gold, 1 CT. T.W., $2999.99, 0, Vera Wang Love Collection 1 CT. T.W. Diamond Frame Engagement Ring in 14K White Gold, $2999.99
Quad Princess-Cut Diamond Frame Vintage-Style Bypass Engagement Ring in 10K White Gold, 1/2 CT. T.W., $999.99, 20%, 1/2 CT. T.W. Quad Princess-Cut Diamond Frame Vintage-Style Bypass Engagement Ring in 10K White Gold, $999.99  (20% off)
Composite Oval Diamond Frame Multi-Row Engagement Ring in 10K White Gold, 1 CT. T.W., $1499.99, 20%, 1 CT. T.W. Composite Oval Diamond Frame Multi-Row Engagement Ring in 10K White Gold, $1499.99  (20% off)
Composite Diamond Cluster Engagement Ring in 14K White Gold, 4 CT. T.W., $6499.99, 20%, 4 CT. T.W. Composite Diamond Cluster Engagement Ring in 14K White Gold, $6499.99  (20% off)
Certified Oval Diamond Double Scallop Frame Engagement Ring in 14K Two-Tone Gold (I/SI1), 3/4 CT. T.W., $1999.99, 20%, 3/4 CT. T.W. Certified Oval Diamond Double Scallop Frame Engagement Ring in 14K Two-Tone Gold (I/SI1), $1999.99  (20% off)
Vera Wang Love Collection  Oval Diamond and Blue Sapphire Triple Frame Engagement Ring in 14K White Gold, 1 CT. T.W., $3111.20, 11%, Vera Wang Love Collection 1 CT. T.W. Oval Diamond and Blue Sapphire Triple Frame Engagement Ring in 14K White Gold, $3111.20  (11% off)
Diamond Flower Bridal Set in 10K White Gold, 1/2 CT. T.W., $909.99, 21%, 1/2 CT. T.W. Diamond Flower Bridal Set in 10K White Gold, $909.99  (21% off)
Princess-Cut Composite Diamond Double Cushion Frame Engagement Ring in 10K White Gold, 1 CT. T.W., $1499.99, 20%, 1 CT. T.W. Princess-Cut Composite Diamond Double Cushion Frame Engagement Ring in 10K White Gold, $1499.99  (20% off)
Vera Wang Love Collection 1- Certified Princess-Cut Diamond Frame Engagement Ring in 14K White Gold (I/SI2), 1/2 CT. T.W., $7783.30, 22%, Vera Wang Love Collection 1-1/2 CT. T.W. Certified Princess-Cut Diamond Frame Engagement Ring in 14K White Gold (I/SI2), $7783.30  (22% off)
Composite Cushion-Shaped Diamond Engagement Ring in 14K Gold, 1 CT. T.W., $1699.99, 20%, 1 CT. T.W. Composite Cushion-Shaped Diamond Engagement Ring in 14K Gold, $1699.99  (20% off)
Quad Princess-Cut Diamond Bridal Set in 14K Gold, 2 CT. T.W., $3949.99, 0, 2 CT. T.W. Quad Princess-Cut Diamond Bridal Set in 14K Gold, Now  $3949.99
Diamond Triple Flower Ring in 10K White Gold, 1/5 CT. T.W., $429.99, 20%, 1/5 CT. T.W. Diamond Triple Flower Ring in 10K White Gold, $429.99  (20% off)
Pear-Shaped Diamond Double Frame Art Deco Engagement Ring in 14K Rose Gold, 1 CT. T.W., $2199.99, 20%, 1 CT. T.W. Pear-Shaped Diamond Double Frame Art Deco Engagement Ring in 14K Rose Gold, $2199.99  (20% off)
Quad Princess-Cut Diamond Engagement Ring in 14K White Gold, 1 CT. T.W., $1919.99, 20%, 1 CT. T.W. Quad Princess-Cut Diamond Engagement Ring in 14K White Gold, $1919.99  (20% off)
Composite Diamond Pear-Shaped Frame Split Shank Ring in 10K White Gold, 1/2 CT. T.W., $799.99, 20%, 1/2 CT. T.W. Composite Diamond Pear-Shaped Frame Split Shank Ring in 10K White Gold, $799.99  (20% off)
Princess-Cut Diamond Frame Twist Shank Bridal Set in 14K Gold, 1 CT. T.W., $2129.99, 20%, 1 CT. T.W. Princess-Cut Diamond Frame Twist Shank Bridal Set in 14K Gold, $2129.99  (20% off)
Composite Diamond Pear-Shaped Frame Ring in 10K White Gold, 1/2 CT. T.W., $749.99, 20%, 1/2 CT. T.W. Composite Diamond Pear-Shaped Frame Ring in 10K White Gold, $749.99  (20% off)
Composite Pear-Shaped Diamond Frame Vintage-Style Engagement Ring in 10K White Gold, 4 CT. T.W., $4999.99, 20%, 4 CT. T.W. Composite Pear-Shaped Diamond Frame Vintage-Style Engagement Ring in 10K White Gold, $4999.99  (20% off)
1- Marquise Diamond Frame Past Present Future® Ring in 14K White Gold, 1/2 CT. T.W., $3499.99, 20%, 1-1/2 CT. T.W. Marquise Diamond Frame Past Present Future® Ring in 14K White Gold, $3499.99  (20% off)
Vera Wang Love Collection  Certified Princess-Cut Diamond Engagement Ring in 14K White Gold (I/SI2), 2 CT. T.W., $14999.99, 0, Vera Wang Love Collection 2 CT. T.W. Certified Princess-Cut Diamond Engagement Ring in 14K White Gold (I/SI2), $14999.99
Vera Wang Love Collection  Oval Diamond Tri-Sides Engagement Ring in 14K White Gold, 1 CT. T.W., $4999.99, 0, Vera Wang Love Collection 1 CT. T.W. Oval Diamond Tri-Sides Engagement Ring in 14K White Gold, $4999.99
Vera Wang Love Collection 1- Certified Diamond Split Shank Engagement Ring in 14K White Gold (I/SI2), 1/3 CT. T.W., $7999.99, 0, Vera Wang Love Collection 1-1/3 CT. T.W. Certified Diamond Split Shank Engagement Ring in 14K White Gold (I/SI2), $7999.99
1-1/2 CT. Certified Princess-Cut Lab-Created Diamond Solitaire Engagement Ring in 14K White Gold (F/VS2), Na, $6999.99, 0, 1-1/2 CT. Certified Princess-Cut Lab-Created Diamond Solitaire Engagement Ring in 14K White Gold (F/VS2), $6999.99
Princess-Cut Diamond Frame Engagement Ring in 14K Two-Tone Gold, 1 CT. T.W., $2499.99, 20%, 1 CT. T.W. Princess-Cut Diamond Frame Engagement Ring in 14K Two-Tone Gold, $2499.99  (20% off)
Zales Private Collection 1- Certified Diamond Frame Twist Shank Engagement Ring in 14K White Gold (F/I1), 1/3 CT. T.W., $6999.99, 0, Zales Private Collection 1-1/3 CT. T.W. Certified Diamond Frame Twist Shank Engagement Ring in 14K White Gold (F/I1), $6999.99
Diamond Frame Vintage-Style Vine Bridal Set in 10K Gold, 1/3 CT. T.W., $999.99, 20%, 1/3 CT. T.W. Diamond Frame Vintage-Style Vine Bridal Set in 10K Gold, $999.99  (20% off)
Vera Wang Love Collection 1- Pear-Shaped Diamond Frame Engagement Ring in 14K White Gold and Black Rhodium, 1/5 CT. T.W., $4299.99, 0, Vera Wang Love Collection 1-1/5 CT. T.W. Pear-Shaped Diamond Frame Engagement Ring in 14K White Gold and Black Rhodium, $4299.99
Diamond Flower Bridal Set in 10K Gold, 1 CT. T.W., $1489.99, 20%, 1 CT. T.W. Diamond Flower Bridal Set in 10K Gold, $1489.99  (20% off)
Diamond Double Cushion Frame Multi-Row Engagement Ring in 10K White Gold, 1 CT. T.W., $1699.99, 20%, 1 CT. T.W. Diamond Double Cushion Frame Multi-Row Engagement Ring in 10K White Gold, $1699.99  (20% off)
Diamond Three Stone Flower Frame Ring in 10K Gold, 1 CT. T.W., $949.99, 21%, 1 CT. T.W. Diamond Three Stone Flower Frame Ring in 10K Gold, $949.99  (21% off)
1- Diamond Layered Framed Cluster Ring in 10K White Gold, 1/2 CT. T.W., $1939.99, 20%, 1-1/2 CT. T.W. Diamond Layered Framed Cluster Ring in 10K White Gold, $1939.99  (20% off)
Quad Princess-Cut Diamond Frame Vintage-Style Bridal Set in 10K White Gold - Size 7, 3/4 CT. T.W., $1399.99, 20%, 3/4 CT. T.W. Quad Princess-Cut Diamond Frame Vintage-Style Bridal Set in 10K White Gold - Size 7, $1399.99  (20% off)
Diamond Past Present Future® Multi-Row Engagement Ring in 14K White Gold (I/I2), 2 CT. T.W., $3799.99, 20%, 2 CT. T.W. Diamond Past Present Future® Multi-Row Engagement Ring in 14K White Gold (I/I2), $3799.99  (20% off)
Zales Private Collection  Certified Oval Diamond Engagement Ring in 14K White Gold (F/SI2), 5/8 CT. T.W., $2499.99, 0, Zales Private Collection 5/8 CT. T.W. Certified Oval Diamond Engagement Ring in 14K White Gold (F/SI2), $2499.99
Zales Private Collection  Certified Diamond Frame Engagement Ring in 14K Two-Tone Gold (F/I1), 2 CT. T.W., $8999.99, 0, Zales Private Collection 2 CT. T.W. Certified Diamond Frame Engagement Ring in 14K Two-Tone Gold (F/I1), $8999.99
Diamond Frame Promise Ring in 10K White Gold, 1/4 CT. T.W., $599.99, 20%, 1/4 CT. T.W. Diamond Frame Promise Ring in 10K White Gold, $599.99  (20% off)
Diamond Double Teardrop-Shaped Frame Vintage-Style Engagement Ring in 10K White Gold, 1 CT. T.W., $1699.99, 20%, 1 CT. T.W. Diamond Double Teardrop-Shaped Frame Vintage-Style Engagement Ring in 10K White Gold, $1699.99  (20% off)
Composite Diamond Channel Shank Engagement Ring in 14K White Gold, 3 CT. T.W., $4999.99, 20%, 3 CT. T.W. Composite Diamond Channel Shank Engagement Ring in 14K White Gold, $4999.99  (20% off)
Vera Wang Love Collection  Cushion-Cut Diamond Twist Shank Engagement Ring in 14K White Gold, 3/4 CT. T.W., $2899.99, 0, Vera Wang Love Collection 3/4 CT. T.W. Cushion-Cut Diamond Twist Shank Engagement Ring in 14K White Gold, $2899.99
Composite Diamond Bypass Swirl Bridal Set in 10K White Gold, 1/3 CT. T.W., $899.99, 20%, 1/3 CT. T.W. Composite Diamond Bypass Swirl Bridal Set in 10K White Gold, $899.99  (20% off)
1- Diamond Double Cushion Frame Engagement Ring in 10K White Gold, 1/2 CT. T.W., $2399.99, 20%, 1-1/2 CT. T.W. Diamond Double Cushion Frame Engagement Ring in 10K White Gold, $2399.99  (20% off)
Diamond Past Present Future® Cushion-Shaped Frame Twist Shank Engagement Ring in 10K Gold, 1/4 CT. T.W., $639.99, 20%, 1/4 CT. T.W. Diamond Past Present Future® Cushion-Shaped Frame Twist Shank Engagement Ring in 10K Gold, $639.99  (20% off)
Diamond Double Frame Multi-Row Vintage-Style Engagement Ring in 14K White Gold, 2 CT. T.W., $4269.99, 20%, 2 CT. T.W. Diamond Double Frame Multi-Row Vintage-Style Engagement Ring in 14K White Gold, $4269.99  (20% off)
Diamond Cushion Frame Engagement Ring in 14K Gold, 7/8 CT. T.W., $1799.99, 20%, 7/8 CT. T.W. Diamond Cushion Frame Engagement Ring in 14K Gold, $1799.99  (20% off)
Diamond Composite Frame Double Shank Ring in 10K White Gold, 1/2 CT. T.W., $799.99, 21%, 1/2 CT. T.W. Diamond Composite Frame Double Shank Ring in 10K White Gold, $799.99  (21% off)
Vera Wang Love Collection  Emerald-Cut Diamond Frame Engagement Ring in 14K White Gold with Black Rhodium, 1 CT. T.W., $2671.20, 11%, Vera Wang Love Collection 1 CT. T.W. Emerald-Cut Diamond Frame Engagement Ring in 14K White Gold with Black Rhodium, $2671.20  (11% off)
Princess-Cut Quad Diamond Twist Shank Engagement Ring in 14K Gold, 1/2 CT. T.W., $999.99, 20%, 1/2 CT. T.W. Princess-Cut Quad Diamond Twist Shank Engagement Ring in 14K Gold, $999.99  (20% off)
Composite Pear-Shaped Diamond Double Frame Split Shank Engagement Ring in 10K White Gold, 1 CT. T.W., $1499.99, 20%, 1 CT. T.W. Composite Pear-Shaped Diamond Double Frame Split Shank Engagement Ring in 10K White Gold, $1499.99  (20% off)
Certified Emerald-Cut Diamond Past Present Future® Frame Engagement Ring in 14K White Gold (I/I1), 1 CT. T.W., $2299.99, 20%, 1 CT. T.W. Certified Emerald-Cut Diamond Past Present Future® Frame Engagement Ring in 14K White Gold (I/I1), $2299.99  (20% off)
Diamond Frame Engagement Ring in 10K White Gold, 1/2 CT. T.W., $999.99, 20%, 1/2 CT. T.W. Diamond Frame Engagement Ring in 10K White Gold, $999.99  (20% off)
1- Princess-Cut Quad Diamond Frame Engagement Ring in 14K White Gold, 5/8 CT. T.W., $2799.99, 20%, 1-5/8 CT. T.W. Princess-Cut Quad Diamond Frame Engagement Ring in 14K White Gold, $2799.99  (20% off)
Princess-Cut Diamond Framed Engagement Ring in 14K White Gold, 1/2 CT. T.W., $1069.99, 20%, 1/2 CT. T.W. Princess-Cut Diamond Framed Engagement Ring in 14K White Gold, $1069.99  (20% off)
Marquise Diamond Frame Split Shank Engagement Ring in 14K White Gold, 5/8 CT. T.W., $1799.99, 20%, 5/8 CT. T.W. Marquise Diamond Frame Split Shank Engagement Ring in 14K White Gold, $1799.99  (20% off)
Vera Wang Love Collection 1- Certified Princess-Cut Diamond Collar Engagement Ring in 14K White Gold (I/SI2), 1/2 CT. T.W., $6999.99, 0, Vera Wang Love Collection 1-1/2 CT. T.W. Certified Princess-Cut Diamond Collar Engagement Ring in 14K White Gold (I/SI2), $6999.99
Composite Diamond Engagement Ring in 10K White Gold, 1/4 CT. T.W., $639.99, 0, 1/4 CT. T.W. Composite Diamond Engagement Ring in 10K White Gold, Now  $639.99
1- Composite Pear-Shaped Diamond Frame Twist Shank Engagement Ring in 14K White Gold, 1/4 CT. T.W., $2499.99, 20%, 1-1/4 CT. T.W. Composite Pear-Shaped Diamond Frame Twist Shank Engagement Ring in 14K White Gold, $2499.99  (20% off)
Composite Diamond Engagement Ring in 14K White Gold, 1/2 CT. T.W., $999.99, 20%, 1/2 CT. T.W. Composite Diamond Engagement Ring in 14K White Gold, $999.99  (20% off)
Vera Wang Love Collection  Diamond Double Frame Twist Shank Engagement Ring in 14K White Gold, 3/4 CT. T.W., $2499.99, 0, Vera Wang Love Collection 3/4 CT. T.W. Diamond Double Frame Twist Shank Engagement Ring in 14K White Gold, $2499.99
Zales Private Collection  Certified Colorless Emerald-Cut Diamond Engagement Ring in 14K Two-Tone Gold, 1 CT. T.W., $3699.99, 0, Zales Private Collection 1 CT. T.W. Certified Colorless Emerald-Cut Diamond Engagement Ring in 14K Two-Tone Gold, $3699.99
Princess-Cut Quad Diamond Cushion-Shaped Frame Vintage-Style Bridal Set in 10K Gold, 1 CT. T.W., $1399.99, 20%, 1 CT. T.W. Princess-Cut Quad Diamond Cushion-Shaped Frame Vintage-Style Bridal Set in 10K Gold, $1399.99  (20% off)
2- Composite Princess Diamond Frame Multi-Row Engagement Ring in 14K White Gold, 1/2 CT. T.W., $3999.99, 20%, 2-1/2 CT. T.W. Composite Princess Diamond Frame Multi-Row Engagement Ring in 14K White Gold, $3999.99  (20% off)
1- Diamond Double Cushion-Shaped Frame Vintage-Style Engagement Ring in 10K White Gold, 1/2 CT. T.W., $2399.99, 20%, 1-1/2 CT. T.W. Diamond Double Cushion-Shaped Frame Vintage-Style Engagement Ring in 10K White Gold, $2399.99  (20% off)
